sudokuID,name,result,totalTime,loop,backtrack,flip,unit
92,DLIS(True),SAT,1.1701257228851318,11,2,5,904
92,DLIS(False),SAT,2.824627161026001,124,56,58,2585
92,JW-OS,SAT,3.1027121543884277,96,43,44,2478
92,DLCS,SAT,2.4035041332244873,98,44,45,2648
92,HERO,SAT,0.5800211429595947,3,0,1,782
93,DLIS(True),SAT,0.7943289279937744,8,0,0,721
93,DLIS(False),SAT,4.297077894210815,223,103,107,3918
93,JW-OS,SAT,6.142514944076538,288,134,138,4904
93,DLCS,SAT,4.012213945388794,273,129,132,4423
93,HERO,SAT,0.6434590816497803,5,0,2,812
94,DLIS(True),SAT,0.8214390277862549,0,0,0,729
94,DLIS(False),SAT,1.0897691249847412,0,0,0,729
94,JW-OS,SAT,1.2290198802947998,0,0,0,729
94,DLCS,SAT,1.0852417945861816,0,0,0,729
94,HERO,SAT,0.5354881286621094,0,0,0,729
95,DLIS(True),SAT,0.6679348945617676,0,0,0,729
95,DLIS(False),SAT,1.0276281833648682,0,0,0,729
95,JW-OS,SAT,1.1184520721435547,0,0,0,729
95,DLCS,SAT,0.9940447807312012,0,0,0,729
95,HERO,SAT,0.7152669429779053,0,0,0,729
96,DLIS(True),SAT,0.9949519634246826,2,0,1,819
96,DLIS(False),SAT,4.236047267913818,253,119,123,4945
96,JW-OS,SAT,3.170045852661133,194,85,88,3915
